number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,user_attrs_best_iteration,user_attrs_valid_mae,user_attrs_valid_r2,state
0,0.6578637259942233,2026-05-27 00:45:32.238723,2026-05-27 00:45:33.976099,0 days 00:00:01.737376,0.6624074561769746,0.06978211022792681,5,9.051933359925457,0.8394633936788146,56,0.5216038720891876,0.31825623216329757,COMPLETE
1,0.6319473874375617,2026-05-27 00:45:33.976137,2026-05-27 00:45:44.990399,0 days 00:00:11.014262,0.8832290311184182,0.00587367134539713,4,10.527937603524286,0.8404460046972835,891,0.5036818230027519,0.37091237644465236,COMPLETE
2,0.6201398170042679,2026-05-27 00:45:44.990448,2026-05-27 00:45:46.897787,0 days 00:00:01.907339,0.6727299868828402,0.07359661480116786,3,10.156869048804639,0.6849356442713105,91,0.4830392896308763,0.39420103201151135,COMPLETE
3,0.6387875641250061,2026-05-27 00:45:46.897827,2026-05-27 00:45:52.203585,0 days 00:00:05.305758,0.7164916560792167,0.011622891098010615,4,6.772320747954616,0.7727780074568463,369,0.5103260469690997,0.35722022824940924,COMPLETE
4,0.740499922519764,2026-05-27 00:45:52.203637,2026-05-27 00:46:01.698281,0 days 00:00:09.494644,0.7824279936868144,0.007361009011511541,7,4.2135911338874,0.7465447373174766,463,0.6005165038727195,0.13622758515106081,COMPLETE
5,0.7111888746055183,2026-05-27 00:46:01.698381,2026-05-27 00:46:13.934363,0 days 00:00:12.235982,0.6185801650879991,0.008697635342236233,9,6.6565788225497275,0.836965827544817,465,0.5747853633698725,0.20325526187003917,COMPLETE
6,0.7300833101592771,2026-05-27 00:46:13.934408,2026-05-27 00:46:23.916884,0 days 00:00:09.982476,0.9862528132298237,0.008022348220849585,7,1.7155675228380747,0.9795542149013333,442,0.5922539192398842,0.16035803444850272,COMPLETE
7,0.7991279959079333,2026-05-27 00:46:23.916927,2026-05-27 00:46:34.597780,0 days 00:00:10.680853,0.7760609974958405,0.01163486988336814,9,2.0743932540702223,0.8736932106048627,258,0.649970970912676,-0.005962952404261701,COMPLETE
8,0.6195468550864813,2026-05-27 00:46:34.597889,2026-05-27 00:46:41.192666,0 days 00:00:06.594777,0.7035119926400067,0.0197343313857243,3,1.3782737322674024,0.9637281608315128,403,0.4864953148807655,0.39535897727334035,COMPLETE
9,0.7076016556215018,2026-05-27 00:46:41.192788,2026-05-27 00:46:53.019419,0 days 00:00:11.826631,0.6739417822102108,0.01186608731937191,8,6.720748232955919,0.8186841117373118,309,0.5698241743173273,0.21127251260221214,COMPLETE
10,0.64059314148098,2026-05-27 00:46:53.019553,2026-05-27 00:46:58.094322,0 days 00:00:05.074769,0.8607466203112715,0.034556420129519864,5,3.8254562712036217,0.9819874935199754,152,0.5089455760622263,0.3535813695486081,COMPLETE
11,0.6180657936075447,2026-05-27 00:46:58.094370,2026-05-27 00:47:03.323310,0 days 00:00:05.228940,0.7195978302306094,0.025967325594016998,3,11.727532325563697,0.6159269215693287,247,0.48321494418468314,0.3982463783986957,COMPLETE
12,0.6151147250745791,2026-05-27 00:47:03.323365,2026-05-27 00:47:10.329555,0 days 00:00:07.006190,0.7370063974951027,0.023523437912193065,3,11.480630256360437,0.6207151036248222,252,0.4797759252532936,0.4039790260085384,COMPLETE
13,0.6444503693760082,2026-05-27 00:47:10.329888,2026-05-27 00:47:17.751200,0 days 00:00:07.421312,0.7550376816255844,0.02745600768360061,5,11.979450419706875,0.6018563471951034,155,0.5108760884234574,0.34577332239583913,COMPLETE
14,0.6136033671064484,2026-05-27 00:47:17.752471,2026-05-27 00:47:22.754541,0 days 00:00:05.002070,0.8510571781023799,0.038620919345251366,3,11.9419616065833,0.6108126927153555,166,0.4781855308096952,0.4069043157537211,COMPLETE
15,0.6911031115292913,2026-05-27 00:47:22.754603,2026-05-27 00:47:26.553344,0 days 00:00:03.798741,0.8406595425403995,0.04602462857017953,6,8.657596123207991,0.675013052573347,68,0.5535607323068484,0.24762389845294475,COMPLETE
16,0.6410946527476373,2026-05-27 00:47:26.553466,2026-05-27 00:47:30.095648,0 days 00:00:03.542182,0.9238315673412459,0.047001084945963396,4,8.682434927724554,0.663684697267392,84,0.507940258954989,0.35256882943369716,COMPLETE
17,0.7036428487782272,2026-05-27 00:47:30.095704,2026-05-27 00:47:45.524794,0 days 00:00:15.429090,0.8174731766705953,0.01674443111887085,10,10.519220566191914,0.7220156837333992,242,0.5689742886727696,0.22007318534140052,COMPLETE
18,0.7309601306133487,2026-05-27 00:47:45.525136,2026-05-27 00:47:56.497579,0 days 00:00:10.972443,0.9230788562073386,0.0401793353549923,6,5.223855769404074,0.6380434947104968,87,0.5974480729698279,0.15834002545786297,COMPLETE
19,0.619595582060429,2026-05-27 00:47:56.499885,2026-05-27 00:48:19.871954,0 days 00:00:23.372069,0.912415457654784,0.02710017381076488,3,9.741099005232977,0.7061374679961017,230,0.48640262648669186,0.39526386425414883,COMPLETE
20,0.6320760915845944,2026-05-27 00:48:19.872339,2026-05-27 00:48:26.747478,0 days 00:00:06.875139,0.6018960478612356,0.05470638734669005,4,7.701859518315638,0.6444010207356397,68,0.49846788264779807,0.370656106911756,COMPLETE
21,0.615606907672975,2026-05-27 00:48:26.747623,2026-05-27 00:48:37.935128,0 days 00:00:11.187505,0.7437376927799277,0.027565070862238233,3,11.947044206437894,0.602160864917581,247,0.4805289498695655,0.4030248348574209,COMPLETE
22,0.6137423810787747,2026-05-27 00:48:37.935260,2026-05-27 00:48:45.761722,0 days 00:00:07.826462,0.7482889035967546,0.03248474653875419,3,11.236661041807332,0.6036110435552614,202,0.4772211869315024,0.4066355495410052,COMPLETE
23,0.6271564173133544,2026-05-27 00:48:45.761807,2026-05-27 00:48:55.456714,0 days 00:00:09.694907,0.7957990494243494,0.03362169082013685,4,10.983522407877157,0.6418322062433901,156,0.4926307748265787,0.3804147980322935,COMPLETE
