number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_lambda,user_attrs_best_iteration,user_attrs_valid_mae,user_attrs_valid_r2,state
40,0.883959080997946,2026-06-01 00:48:38.835739,2026-06-01 00:48:41.362115,0 days 00:00:02.526376,0.04049788019257471,6,131,30,0.15707818800607784,77,0.6371587697473429,0.7331065086836136,COMPLETE
41,0.8779982257956866,2026-06-01 00:48:41.362175,2026-06-01 00:48:42.677745,0 days 00:00:01.315570,0.0456982652507045,4,113,111,0.00046814661339783634,67,0.6319469148080529,0.7366938905847898,COMPLETE
42,0.8793326518895846,2026-06-01 00:48:42.677794,2026-06-01 00:48:43.793102,0 days 00:00:01.115308,0.04901003055765936,3,106,123,7.155450013145995e-05,64,0.6349687239049203,0.7358929104870306,COMPLETE
43,0.8829607767241306,2026-06-01 00:48:43.793167,2026-06-01 00:48:44.850087,0 days 00:00:01.056920,0.06878386973849362,4,200,112,1.1249511052483313e-05,43,0.6362757958969953,0.733709003675678,COMPLETE
44,0.8793706421978957,2026-06-01 00:48:44.850136,2026-06-01 00:48:45.648538,0 days 00:00:00.798402,0.060706463720646656,3,122,106,0.04716144235253412,55,0.6331972659435106,0.7358700892566854,COMPLETE
45,0.8788661957550247,2026-06-01 00:48:45.648624,2026-06-01 00:48:47.552003,0 days 00:00:01.903379,0.023280760250189797,4,146,51,0.00016547618941964264,132,0.6334155606407997,0.7361730358675732,COMPLETE
46,0.8820970783861506,2026-06-01 00:48:47.552059,2026-06-01 00:48:50.678514,0 days 00:00:03.126455,0.018684657304431706,5,100,89,3.584846560398001e-07,159,0.6353994171992402,0.7342297122013904,COMPLETE
47,0.8792118290304162,2026-06-01 00:48:50.678624,2026-06-01 00:48:51.600213,0 days 00:00:00.921589,0.04952478872064797,3,163,82,0.004232438420025209,67,0.633034691175162,0.7359654836624674,COMPLETE
48,0.8849543470206322,2026-06-01 00:48:51.600327,2026-06-01 00:48:54.137898,0 days 00:00:02.537571,0.037908152999826014,6,133,62,19.278159942795465,83,0.6373306023486189,0.7325051696212146,COMPLETE
49,0.8882689878469102,2026-06-01 00:48:54.137953,2026-06-01 00:48:56.133590,0 days 00:00:01.995637,0.07367671978242753,7,173,122,4.816067230525107e-06,34,0.6459720979795135,0.7304975863300893,COMPLETE
