number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_lambda,user_attrs_best_iteration,user_attrs_valid_mae,user_attrs_valid_r2,state
0,0.6382983689819168,2026-05-27 00:53:48.613118,2026-05-27 00:53:53.044721,0 days 00:00:04.431603,0.038052091892039265,12,124,58,2.8257520714515276e-07,106,0.5005707065920547,0.35820435617022583,COMPLETE
1,0.6272110950786579,2026-05-27 00:53:53.044925,2026-05-27 00:53:53.928797,0 days 00:00:00.883872,0.05520138953395545,3,124,33,0.03853046809773397,105,0.4923720763977575,0.3803067579641176,COMPLETE
2,0.6329567633773033,2026-05-27 00:53:53.928850,2026-05-27 00:53:55.740180,0 days 00:00:01.811330,0.05027253932873333,12,50,18,4.910881717782746e-07,150,0.4970211564656585,0.36890115513590127,COMPLETE
3,0.6408392321631524,2026-05-27 00:53:55.740218,2026-05-27 00:53:57.573452,0 days 00:00:01.833234,0.02142099844547284,6,92,36,5.113649633234538e-06,175,0.5080272503760596,0.3530846169388413,COMPLETE
4,0.637541213582939,2026-05-27 00:53:57.573499,2026-05-27 00:54:00.336995,0 days 00:00:02.763496,0.011239505740409895,4,79,85,0.00017455030150754618,485,0.5080948318474545,0.3597260609017051,COMPLETE
5,0.6355266535254245,2026-05-27 00:54:00.337035,2026-05-27 00:54:02.036896,0 days 00:00:01.699861,0.02080510765641852,4,123,104,2.7041867594649292e-08,299,0.5026550734199237,0.3637660581663493,COMPLETE
6,0.6348057963161757,2026-05-27 00:54:02.036933,2026-05-27 00:54:06.133919,0 days 00:00:04.096986,0.005988250057822247,4,191,84,9.580154309406542,735,0.5019114688039442,0.36520855853823286,COMPLETE
7,0.6419162820482757,2026-05-27 00:54:06.134080,2026-05-27 00:54:11.765722,0 days 00:00:05.631642,0.006555094372947843,6,140,107,0.00012412851132984423,612,0.5058775207168099,0.35090826561166844,COMPLETE
8,0.6356242044838016,2026-05-27 00:54:11.765765,2026-05-27 00:54:17.382648,0 days 00:00:05.616883,0.005500192756455945,7,183,29,2.5522333020957386e-06,771,0.49854005307631094,0.36357072412701785,COMPLETE
9,0.6446738623274847,2026-05-27 00:54:17.382683,2026-05-27 00:54:19.497764,0 days 00:00:02.115081,0.021144348148283282,6,114,90,5.240066948417568e-07,175,0.5108995143801378,0.3453194770371423,COMPLETE
10,0.6419574904708378,2026-05-27 00:54:19.497833,2026-05-27 00:54:21.958169,0 days 00:00:02.460336,0.07352059504020741,9,13,56,0.5670653718075122,59,0.5004841755795036,0.35082492482166694,COMPLETE
11,0.6283354807738532,2026-05-27 00:54:21.958206,2026-05-27 00:54:22.826380,0 days 00:00:00.868174,0.07581939076417712,12,44,20,0.04616954317064106,54,0.49283695097330354,0.3780829492110164,COMPLETE
12,0.6375905722878962,2026-05-27 00:54:22.826420,2026-05-27 00:54:24.124058,0 days 00:00:01.297638,0.07436557999907278,10,51,46,0.02539925145661205,54,0.495785601777197,0.3596269165165559,COMPLETE
13,0.6201035415899482,2026-05-27 00:54:24.124089,2026-05-27 00:54:25.096398,0 days 00:00:00.972309,0.042003338220164506,10,160,17,0.010165532375998477,141,0.4803794373663029,0.3942719030158175,COMPLETE
14,0.6334373545501383,2026-05-27 00:54:25.096433,2026-05-27 00:54:26.338732,0 days 00:00:01.242299,0.041343181279669815,9,157,39,0.006882177356793501,89,0.49579263728808587,0.36794243031758456,COMPLETE
15,0.6438083398667995,2026-05-27 00:54:26.338765,2026-05-27 00:54:28.898896,0 days 00:00:02.560131,0.030561577227454693,10,171,125,0.0014989525500870445,163,0.5025820544100283,0.3470762112611041,COMPLETE
16,0.6291226871602316,2026-05-27 00:54:28.898928,2026-05-27 00:54:30.201076,0 days 00:00:01.302148,0.0486221390307103,8,151,65,0.5873765384271659,73,0.4888373766196829,0.37652364284988427,COMPLETE
17,0.6286513318502145,2026-05-27 00:54:30.201106,2026-05-27 00:54:30.832200,0 days 00:00:00.631094,0.029787122504917274,3,198,28,0.4008804279617305,181,0.49633398672817314,0.3774575427288748,COMPLETE
18,0.6337315739652262,2026-05-27 00:54:30.832232,2026-05-27 00:54:32.447057,0 days 00:00:01.614825,0.05503243798403573,10,141,50,0.0010068161541637913,67,0.4950597815389026,0.3673551368926874,COMPLETE
19,0.629754593817002,2026-05-27 00:54:32.447094,2026-05-27 00:54:34.873855,0 days 00:00:02.426761,0.011341536328409495,11,97,17,4.7239959175783436e-05,352,0.496624314269188,0.3752705431616765,COMPLETE
20,0.6377046880256294,2026-05-27 00:54:34.873926,2026-05-27 00:54:36.813153,0 days 00:00:01.939227,0.03209126300546666,8,172,71,9.632158983812761,151,0.5006823916750165,0.3593976685017982,COMPLETE
21,0.6538743105229086,2026-05-27 00:54:36.813196,2026-05-27 00:54:37.537263,0 days 00:00:00.724067,0.06293908293978606,11,11,26,0.06496485397266188,38,0.5220941399266907,0.32649961890026225,COMPLETE
22,0.6309653007941448,2026-05-27 00:54:37.537295,2026-05-27 00:54:38.213805,0 days 00:00:00.676510,0.06299685117840795,12,69,16,0.02097204450021887,65,0.4958012638722775,0.37286614190088885,COMPLETE
23,0.6429574721737195,2026-05-27 00:54:38.213839,2026-05-27 00:54:39.352960,0 days 00:00:01.139121,0.04181711075973891,11,35,40,0.0037909543957508674,69,0.5131005356389183,0.3488009004592123,COMPLETE
24,0.6338571335180675,2026-05-27 00:54:39.352991,2026-05-27 00:54:40.132928,0 days 00:00:00.779937,0.07983401480123756,9,108,26,0.15272864579920717,49,0.49511801939338096,0.367104423567152,COMPLETE
25,0.632204464173308,2026-05-27 00:54:40.132959,2026-05-27 00:54:40.627168,0 days 00:00:00.494209,0.05871596852842647,3,132,32,1.1769978391016982,113,0.4986475090239406,0.3704004455761468,COMPLETE
26,0.6375599155547078,2026-05-27 00:54:40.627201,2026-05-27 00:54:42.711011,0 days 00:00:02.083810,0.01431812171352411,5,157,43,0.01810260338743108,298,0.5033676826925567,0.35968849608076603,COMPLETE
27,0.6321358283596399,2026-05-27 00:54:42.711057,2026-05-27 00:54:44.086931,0 days 00:00:01.375874,0.025225944996623943,11,78,22,2.7779869426627033,177,0.49464052762827093,0.3705371441742097,COMPLETE
28,0.631258690054336,2026-05-27 00:54:44.086966,2026-05-27 00:54:45.969770,0 days 00:00:01.882804,0.04563742089585229,7,173,51,0.13514134129870747,82,0.49343229471249306,0.37228279091242655,COMPLETE
29,0.6443096681151944,2026-05-27 00:54:45.969803,2026-05-27 00:54:48.207376,0 days 00:00:02.237573,0.03624648645025776,12,29,62,0.004618794588130396,118,0.5060130391805214,0.3460589626070616,COMPLETE
30,0.6341625213104651,2026-05-27 00:54:48.207411,2026-05-27 00:54:50.890228,0 days 00:00:02.682817,0.016324753656055915,12,124,34,0.0004928807076858125,267,0.49357046116069336,0.36649442761445117,COMPLETE
31,0.6279760379066461,2026-05-27 00:54:50.890314,2026-05-27 00:54:51.543187,0 days 00:00:00.652873,0.02784935512042833,3,198,28,0.13708344287145022,150,0.49350452555134516,0.3787942880261379,COMPLETE
32,0.6262760677394437,2026-05-27 00:54:51.543221,2026-05-27 00:54:52.567552,0 days 00:00:01.024331,0.03536124433006037,3,185,21,0.06380663965084678,193,0.4928579025083328,0.38215302066360557,COMPLETE
33,0.6306138095627103,2026-05-27 00:54:52.567625,2026-05-27 00:54:53.504171,0 days 00:00:00.936546,0.02480044257111603,3,180,23,0.15402803895354553,290,0.4966206870371294,0.3735646609917006,COMPLETE
34,0.626313548696288,2026-05-27 00:54:53.504204,2026-05-27 00:54:54.284522,0 days 00:00:00.780318,0.036273091709373595,5,195,16,0.008286172476123363,103,0.4929351378989398,0.3820790654540134,COMPLETE
35,0.6358766542628308,2026-05-27 00:54:54.284556,2026-05-27 00:54:55.277843,0 days 00:00:00.993287,0.034071238515752604,5,158,35,2.8566758574765178e-05,106,0.5022310497569173,0.36306508467926246,COMPLETE
36,0.6256204485264361,2026-05-27 00:54:55.277888,2026-05-27 00:54:56.620971,0 days 00:00:01.343083,0.03826226277336405,5,184,17,0.010871556293908825,148,0.49076155788981757,0.3834459339506652,COMPLETE
37,0.625015639316896,2026-05-27 00:54:56.621003,2026-05-27 00:54:57.521343,0 days 00:00:00.900340,0.038051892866542335,5,186,16,0.007023266669447906,122,0.4902585968105975,0.38463744657345966,COMPLETE
38,0.6334871364228201,2026-05-27 00:54:57.521377,2026-05-27 00:54:59.147495,0 days 00:00:01.626118,0.017453796568463784,4,187,23,0.001749925204380905,386,0.49942194159955283,0.3678430795431038,COMPLETE
39,0.6199618064126172,2026-05-27 00:54:59.147530,2026-05-27 00:54:59.964191,0 days 00:00:00.816661,0.04178930249466568,6,168,16,0.0004606636021494949,113,0.4825794202637216,0.3945487702223597,COMPLETE
40,0.6315315117845094,2026-05-27 00:54:59.964223,2026-05-27 00:55:01.119725,0 days 00:00:01.155502,0.049726525674455575,6,167,34,0.00019689749558186482,68,0.4958279583574262,0.37174009136689334,COMPLETE
41,0.6247897188907535,2026-05-27 00:55:01.119760,2026-05-27 00:55:02.150045,0 days 00:00:01.030285,0.04052615863986493,5,181,16,0.00038611626176046805,134,0.4890138221317347,0.38508222854589125,COMPLETE
42,0.6222985670725841,2026-05-27 00:55:02.150078,2026-05-27 00:55:03.035854,0 days 00:00:00.885776,0.043593997311707,5,148,16,1.4789699664538097e-05,131,0.48531186747690513,0.38997603389167,COMPLETE
43,0.6317798646659799,2026-05-27 00:55:03.035889,2026-05-27 00:55:04.132483,0 days 00:00:01.096594,0.042981929096582404,6,164,30,7.030680162767021e-06,82,0.49319882845426555,0.37124586159205564,COMPLETE
44,0.6341242790420843,2026-05-27 00:55:04.132516,2026-05-27 00:55:04.708102,0 days 00:00:00.575586,0.05341885088814097,4,147,23,3.3640284499753417e-05,90,0.4981660959330943,0.3665708306147162,COMPLETE
45,0.6225941133666991,2026-05-27 00:55:04.708134,2026-05-27 00:55:05.729578,0 days 00:00:01.021444,0.025140175712550127,7,131,16,2.8181019973806296e-08,170,0.4847115399343853,0.3893964627841554,COMPLETE
46,0.6417382571187217,2026-05-27 00:55:05.729610,2026-05-27 00:55:07.783211,0 days 00:00:02.053601,0.026238052854261288,7,133,84,1.3933714910681484e-08,151,0.5028527899970101,0.3512682455341213,COMPLETE
47,0.6352837336032585,2026-05-27 00:55:07.783241,2026-05-27 00:55:09.426264,0 days 00:00:01.643023,0.02263617780783296,6,151,38,7.041689268226951e-08,165,0.5014089782600973,0.3642523457544198,COMPLETE
48,0.6527234424293593,2026-05-27 00:55:09.426295,2026-05-27 00:55:10.989806,0 days 00:00:01.563511,0.06658568640774078,7,113,98,2.60960109746831e-06,56,0.5130711991712013,0.32886835540214265,COMPLETE
49,0.6318332677411181,2026-05-27 00:55:10.989903,2026-05-27 00:55:15.064844,0 days 00:00:04.074941,0.007564205753190243,8,137,26,1.7951926286251023e-07,542,0.4950268708267811,0.3711395624663951,COMPLETE
