horizon,split,mae,rmse,r2
10min,train,0.4455541781961518,0.7033474021980359,0.8909827219869244
10min,valid,0.5140103251461433,0.736200070322273,0.8204742153119373
10min,test,0.47921313652378605,0.7007993893736482,0.8794667433008363
