horizon,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree
05min,3,0.07308623105480647,4.812697463759088,0.6329901547633111,0.6260423521410341
10min,3,0.029377364462369326,11.837285223273007,0.6006368368551744,0.6523872519095065
