split,requested_horizon_min,rows,mae,rmse,r2,mean_error,ci_width_mean,ci_coverage
test,10.0,15275,0.3307996743875227,0.451726111237092,0.714265130279887,0.04118660938766655,1.7086235284805298,0.9241243862520458
train,10.0,32375,0.3386793088964403,0.5057103756061244,0.8015129483691871,-0.0002832626127596557,1.811731219291687,0.9518764478764479
valid,10.0,7377,0.47513762507792734,0.6109189290197822,0.4120824032513388,0.2138279964837175,1.7554688453674316,0.6669377795851973
