number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_lambda,user_attrs_best_iteration,user_attrs_valid_mae,user_attrs_valid_r2,state
0,0.6576076967123544,2026-05-31 21:24:16.546127,2026-05-31 21:24:18.216429,0 days 00:00:01.670302,0.038052091892039265,12,124,58,2.8257520714515276e-07,113,0.4499021771420667,0.8914092517292193,COMPLETE
1,0.6504522128936949,2026-05-31 21:24:18.216463,2026-05-31 21:24:18.745882,0 days 00:00:00.529419,0.05520138953395545,3,124,33,0.03853046809773397,186,0.4393828863400759,0.8937595646591303,COMPLETE
2,0.6520454835602214,2026-05-31 21:24:18.745914,2026-05-31 21:24:19.503209,0 days 00:00:00.757295,0.05027253932873333,12,50,18,4.910881717782746e-07,116,0.4431339187894034,0.8932384592575258,COMPLETE
3,0.6536367398379135,2026-05-31 21:24:19.503243,2026-05-31 21:24:20.984374,0 days 00:00:01.481131,0.02142099844547284,6,92,36,5.113649633234538e-06,232,0.44463853490931,0.8927167402350424,COMPLETE
4,0.6505320398372586,2026-05-31 21:24:20.984407,2026-05-31 21:24:22.637065,0 days 00:00:01.652658,0.011239505740409895,4,79,85,0.00017455030150754618,579,0.43960799186113964,0.8937334862801952,COMPLETE
5,0.6508604961947178,2026-05-31 21:24:22.637099,2026-05-31 21:24:23.755754,0 days 00:00:01.118655,0.02080510765641852,4,123,104,2.7041867594649292e-08,381,0.4400310979441362,0.8936261503722179,COMPLETE
6,0.6543102641240345,2026-05-31 21:24:23.755806,2026-05-31 21:24:26.947152,0 days 00:00:03.191346,0.005988250057822247,4,191,84,9.580154309406542,1281,0.4419622161033584,0.8924955314053087,COMPLETE
7,0.6545303030687233,2026-05-31 21:24:26.947196,2026-05-31 21:24:31.885605,0 days 00:00:04.938409,0.006555094372947843,6,140,107,0.00012412851132984423,835,0.44471758448656923,0.8924232135810843,COMPLETE
8,0.6563500233489038,2026-05-31 21:24:31.885646,2026-05-31 21:24:41.631035,0 days 00:00:09.745389,0.005500192756455945,7,183,29,2.5522333020957386e-06,955,0.44636172641377947,0.8918242137065812,COMPLETE
9,0.6529154535366744,2026-05-31 21:24:41.631072,2026-05-31 21:24:45.065657,0 days 00:00:03.434585,0.021144348148283282,6,114,90,5.240066948417568e-07,242,0.44363676997140294,0.8929533831454773,COMPLETE
10,0.6603757765400594,2026-05-31 21:24:45.065689,2026-05-31 21:24:47.690422,0 days 00:00:02.624733,0.07352059504020741,9,13,56,0.5670653718075122,51,0.45382580639543857,0.890493141725659,COMPLETE
11,0.6498983746207835,2026-05-31 21:24:47.690452,2026-05-31 21:24:51.668821,0 days 00:00:03.978369,0.010477557266132137,3,73,65,0.011869092217496543,927,0.4387371889158908,0.8939404079798352,COMPLETE
12,0.6491589964176608,2026-05-31 21:24:51.668856,2026-05-31 21:24:54.648998,0 days 00:00:02.980142,0.011465474625617636,3,63,52,0.02539925145661205,703,0.43803260146022993,0.8941815950519738,COMPLETE
13,0.6495062437319724,2026-05-31 21:24:54.649034,2026-05-31 21:24:59.059105,0 days 00:00:04.410071,0.01136575129265825,3,53,58,0.010165532375998477,920,0.4385419069482831,0.8940683562769978,COMPLETE
14,0.6560291584249917,2026-05-31 21:24:59.059142,2026-05-31 21:25:06.957550,0 days 00:00:07.898408,0.011079636699235828,9,41,45,0.006882177356793501,409,0.4488632823102568,0.8919299540281774,COMPLETE
15,0.6508063272248357,2026-05-31 21:25:06.957594,2026-05-31 21:25:12.131352,0 days 00:00:05.173758,0.01293425674307821,5,45,125,0.15124983551016025,407,0.4419026235979,0.8936438559238916,COMPLETE
16,0.6579968560464304,2026-05-31 21:25:12.131431,2026-05-31 21:25:24.389894,0 days 00:00:12.258463,0.015002962448670451,8,20,72,0.00182892938104794,307,0.4515671960868324,0.8912806899512797,COMPLETE
17,0.6499199269823991,2026-05-31 21:25:24.391142,2026-05-31 21:25:31.551473,0 days 00:00:07.160331,0.0076031275366393045,3,76,51,1.6959274333451204,1224,0.43877816193675473,0.8939333734259065,COMPLETE
18,0.6544513464169838,2026-05-31 21:25:31.551532,2026-05-31 21:25:37.091892,0 days 00:00:05.540360,0.016046242303739567,5,157,72,0.0007391028510259954,395,0.443895165632511,0.892449166208508,COMPLETE
19,0.6545988453164169,2026-05-31 21:25:37.091952,2026-05-31 21:25:54.567854,0 days 00:00:17.475902,0.008568721843434495,10,60,44,4.7239959175783436e-05,542,0.44737685625303303,0.892400681573675,COMPLETE
20,0.6518758937807891,2026-05-31 21:25:54.567912,2026-05-31 21:25:58.471255,0 days 00:00:03.903343,0.03209126300546666,5,95,63,0.0938400606297886,180,0.44191997919349746,0.8932939870145966,COMPLETE
21,0.6489809323953212,2026-05-31 21:25:58.471315,2026-05-31 21:26:07.897986,0 days 00:00:09.426671,0.008344667429655245,3,65,66,0.009657119288914882,1044,0.4380599607727963,0.8942396389724576,COMPLETE
22,0.6496937177849641,2026-05-31 21:26:07.898098,2026-05-31 21:26:15.877938,0 days 00:00:07.979840,0.009034021281110242,3,28,79,0.020052058931007536,924,0.4381370313029571,0.894007195045977,COMPLETE
23,0.6497920087785879,2026-05-31 21:26:15.877994,2026-05-31 21:26:21.191875,0 days 00:00:05.313881,0.015671264542114618,4,64,46,0.003618631816788583,415,0.4395042768858781,0.893975121698486,COMPLETE
24,0.6501230383971893,2026-05-31 21:26:21.191932,2026-05-31 21:26:31.369663,0 days 00:00:10.177731,0.007309150502644828,3,33,62,0.5751327503655933,1044,0.4385960674620806,0.8938670676918375,COMPLETE
25,0.6516687331098715,2026-05-31 21:26:31.369723,2026-05-31 21:26:41.966692,0 days 00:00:10.596969,0.009137768235139832,5,92,99,0.0009752589781086715,646,0.4425161329668285,0.8933617967833408,COMPLETE
26,0.6499263544668644,2026-05-31 21:26:41.966751,2026-05-31 21:26:56.592733,0 days 00:00:14.625982,0.005172822780544457,4,52,69,16.592007499709172,1332,0.4393047207497147,0.893931275490646,COMPLETE
27,0.6492475284206057,2026-05-31 21:26:56.592797,2026-05-31 21:26:59.430607,0 days 00:00:02.837810,0.028889026142455705,3,67,24,2.340946694473784e-05,340,0.43875799985580666,0.8941527301538104,COMPLETE
28,0.6522006064073265,2026-05-31 21:26:59.430660,2026-05-31 21:27:05.079597,0 days 00:00:05.648937,0.017225267546402325,7,70,18,2.7132456307241555e-05,340,0.44273182898081237,0.8931876556723656,COMPLETE
29,0.6540058901233371,2026-05-31 21:27:05.079660,2026-05-31 21:27:10.321402,0 days 00:00:05.241742,0.028005965264827373,12,98,30,1.3410222028053256e-05,174,0.44608958386702824,0.8925955266407041,COMPLETE
30,0.6508384390629097,2026-05-31 21:27:10.321461,2026-05-31 21:27:13.166025,0 days 00:00:02.844564,0.026217863422943223,4,82,38,0.00031719076624782557,216,0.43963834850057076,0.8936333600962025,COMPLETE
31,0.6496772480316024,2026-05-31 21:27:13.166083,2026-05-31 21:27:15.311604,0 days 00:00:02.145521,0.03861388623333179,3,60,54,0.03651001672475501,242,0.4381102475539283,0.8940125688188224,COMPLETE
32,0.6503830231408283,2026-05-31 21:27:15.311662,2026-05-31 21:27:20.343899,0 days 00:00:05.032237,0.013524329570312181,3,37,22,0.004394390944938086,628,0.43906616783905617,0.8937821654232261,COMPLETE
33,0.6496955018356938,2026-05-31 21:27:20.343952,2026-05-31 21:27:22.598202,0 days 00:00:02.254250,0.03808699993262347,3,54,51,0.15402803895354553,247,0.4385295278893787,0.8940066129353748,COMPLETE
34,0.6505215399662543,2026-05-31 21:27:22.598260,2026-05-31 21:27:28.502149,0 days 00:00:05.903889,0.012805859452184149,4,104,40,0.05031989166458163,557,0.4398341525772208,0.8937369166283201,COMPLETE
35,0.6515289488621014,2026-05-31 21:27:28.502203,2026-05-31 21:27:31.125353,0 days 00:00:02.623150,0.047982570598824124,5,83,76,0.001277403176769088,98,0.4418565560794975,0.893407540092918,COMPLETE
36,0.650257116049632,2026-05-31 21:27:31.125406,2026-05-31 21:27:34.334064,0 days 00:00:03.208658,0.024234741749379278,4,24,59,8.102367189270249e-05,277,0.43934390157173875,0.8938232866813743,COMPLETE
37,0.6493515641949357,2026-05-31 21:27:34.334126,2026-05-31 21:27:37.810079,0 days 00:00:03.475953,0.01761680196542809,3,47,24,3.665431161451089e-06,494,0.4383084683367088,0.8941188053886825,COMPLETE
38,0.6521812106503735,2026-05-31 21:27:37.810135,2026-05-31 21:27:43.630965,0 days 00:00:05.820830,0.019288740925529253,11,67,25,9.415659405504912e-08,253,0.44311522462665826,0.893194008550436,COMPLETE
39,0.650648356151052,2026-05-31 21:27:43.631024,2026-05-31 21:27:47.302489,0 days 00:00:03.671465,0.03187815145275603,6,115,16,1.992133309324544e-06,210,0.4408289110206439,0.8936954815903686,COMPLETE
40,0.650253529044661,2026-05-31 21:27:47.302553,2026-05-31 21:27:51.670823,0 days 00:00:04.368270,0.01929407772981901,4,86,35,7.891680693809323e-06,390,0.4394396549729591,0.8938244580806213,COMPLETE
41,0.6491568044468066,2026-05-31 21:27:51.670881,2026-05-31 21:27:58.292702,0 days 00:00:06.621821,0.010233011262014874,3,51,26,1.2238581676357813e-06,920,0.437990716207459,0.8941823096703313,COMPLETE
42,0.6495073270584971,2026-05-31 21:27:58.292766,2026-05-31 21:28:08.144469,0 days 00:00:09.851703,0.006833527631170055,3,44,25,7.056324591783567e-07,1300,0.438308446409738,0.8940680029050132,COMPLETE
43,0.6502780346401066,2026-05-31 21:28:08.144601,2026-05-31 21:28:14.171992,0 days 00:00:06.027391,0.009909784394857882,4,32,29,1.040505434650601e-07,559,0.4397704480616459,0.8938164552208503,COMPLETE
44,0.6494111858807476,2026-05-31 21:28:14.172055,2026-05-31 21:28:21.467086,0 days 00:00:07.295031,0.007852384310733975,3,57,23,1.0648038928781765e-06,1031,0.4383368699865956,0.8940993610522726,COMPLETE
45,0.6499998149478979,2026-05-31 21:28:21.467145,2026-05-31 21:28:31.324516,0 days 00:00:09.857371,0.006303380728124012,4,11,36,1.406860608232664e-08,948,0.4396423137629221,0.8939072964664865,COMPLETE
46,0.6496632671764665,2026-05-31 21:28:31.324575,2026-05-31 21:28:36.433167,0 days 00:00:05.108592,0.011917575572289866,3,46,32,1.7079405041406585e-07,705,0.43840104158476234,0.89401713040377,COMPLETE
47,0.6518448537042005,2026-05-31 21:28:36.433231,2026-05-31 21:28:40.080871,0 days 00:00:03.647640,0.023074176092117323,5,73,42,4.42001579228177e-06,230,0.44184970494706427,0.8933041487155898,COMPLETE
48,0.6523494870931397,2026-05-31 21:28:40.080919,2026-05-31 21:28:49.813625,0 days 00:00:09.732706,0.009999046914906927,6,66,49,1.614398821217753e-05,498,0.44451334003593984,0.8931388850641699,COMPLETE
49,0.6499649258888626,2026-05-31 21:28:49.813680,2026-05-31 21:28:54.293782,0 days 00:00:04.480102,0.013886985154344668,3,132,22,0.00028245441789720145,723,0.43869891649412873,0.8939186853166752,COMPLETE
