split,requested_horizon_min,rows,mae,rmse,r2,mean_error,ci_width_mean,ci_coverage
test,5.0,18852,0.39953882082545517,0.6040051927901546,0.9154089324460982,0.0006245890939712371,1.7860822677612305,0.8973583704646722
train,5.0,18964,0.30783763582976453,0.4556656656422259,0.9477717387633353,-0.0001566191356294056,1.5907691717147827,0.9536490191942628
valid,5.0,19146,0.4520108444020473,0.6595862078697831,0.8907548457381942,0.028102573897477195,1.725271463394165,0.8258644103206936
