split,requested_horizon_min,rows,mae,rmse,r2,mean_error,ci_width_mean,ci_coverage
test,5.0,17198,0.47209724986336155,0.6323991047783479,0.4563957144777646,0.25910057678894743,1.7580050983237858,0.6953134085358763
test,10.0,17096,0.5039147542902147,0.6664702736989159,0.3984295829622756,0.26227615128586457,1.7765654016614723,0.6882311651848385
train,5.0,33756,0.2680124185355563,0.4014561798402598,0.8761554792218514,-0.003345563600380117,1.704207374665643,0.9634139116009006
train,10.0,33804,0.28429134021552516,0.4222049665488882,0.8634474603897536,0.003340280635891289,1.7271511684147594,0.9561590344337948
valid,5.0,6313,0.305547331743512,0.41854442032180533,0.7611980733617026,0.048162503121832616,1.6047422127044084,0.93204498653572
valid,10.0,6329,0.3203935363838885,0.43307100385816966,0.740309247881306,0.0630166505179462,1.6281751360429368,0.9159424869647653
