split,mae,rmse,r2
train,0.3099427879763656,0.4598408788365505,0.9468102304011077
valid,0.4463329833767358,0.6557997016254707,0.8920055392972389
test,0.39820176966044435,0.6022605937288003,0.9158968897304277
