split,requested_horizon_min,rows,mae,rmse,r2,mean_error,ci_width_mean,ci_coverage
test,5.0,18852,0.38817607898528317,0.5913909359550132,0.9189052967321504,-0.004201061527293615,1.7393437623977661,0.893857415658816
train,5.0,18964,0.3469296001608017,0.5328013527595538,0.9285925385976416,0.0003186753673675355,1.5433759689331055,0.9499050833157562
valid,5.0,19146,0.438001859826623,0.6483021378134154,0.8944607610816215,0.015210809668603005,1.704253077507019,0.8265956335527003
