iteration,split,rmse
115,train,0.6263884630570256
116,train,0.625367576010143
117,train,0.6242670885702258
118,train,0.6233108826672773
119,train,0.6217730776931867
120,train,0.6209870111674262
121,train,0.6196350748723748
122,train,0.6183528521257531
123,train,0.6173857807701448
124,train,0.6162921134569378
125,train,0.6153625586764837
126,train,0.614387667717329
127,train,0.6132771360950777
128,train,0.6125526273750945
129,train,0.6115952595522335
130,train,0.6103534257712762
131,train,0.6094352647937658
132,train,0.6085241300337277
133,train,0.6073871157637463
134,train,0.606573558154085
135,train,0.6056531685038308
136,train,0.6045331710397445
137,train,0.6032883102976858
138,train,0.6026556038306952
139,train,0.6016920106723275
140,train,0.6006757947511793
141,train,0.5999125141499175
142,train,0.5988805852466073
143,train,0.5980756764468641
144,train,0.5975002804067758
145,train,0.5964575320618513
146,train,0.5955437066813091
147,train,0.5946562769768273
148,train,0.5939732066144574
149,train,0.5930011123830552
150,train,0.592102528463797
151,train,0.5915026104135841
152,train,0.5907716186746905
153,train,0.5898574003166003
154,train,0.5889251289086752
155,train,0.5882931751415064
156,train,0.5873311651055956
157,train,0.5863735384095247
158,train,0.5856458775106735
159,train,0.5850112123750515
160,train,0.5841301288591937
161,train,0.5833607547881725
162,train,0.5824917438437548
163,train,0.5818338847029357
164,train,0.5810819948378656
165,train,0.5802134436523299
166,train,0.5793338857114109
167,train,0.5784832419182712
168,train,0.5778018304012965
169,train,0.5772640947039512
170,train,0.5765807355040424
171,train,0.5759161130840907
172,train,0.5752871187375472
173,train,0.574612442645273
174,train,0.57404304369325
175,train,0.5733604323914826
176,train,0.572600891058216
177,train,0.5719784161398678
178,train,0.571197439561401
179,train,0.570458112180741
180,train,0.569995464212367
181,train,0.569409483144647
182,train,0.5687962888185851
183,train,0.5681928801584443
184,train,0.5673974188729424
185,train,0.5668822082152454
186,train,0.5661664496095071
187,train,0.5653012180002084
188,train,0.5645131567788432
189,train,0.5636907561651975
190,train,0.5631767735868805
191,train,0.5625605458615274
192,train,0.5619396899790641
193,train,0.5613030362329854
194,train,0.5607132563220535
195,train,0.5601661378157405
196,train,0.55949674258434
197,train,0.5589962283033879
198,train,0.5584357708389219
199,train,0.5578021368297084
200,train,0.5571722250474435
201,train,0.5566675261706883
202,train,0.5561971895045851
203,train,0.5556856538342861
204,train,0.5552966169151062
205,train,0.554643312217292
206,train,0.5541936932879508
207,train,0.5535941566102212
208,train,0.5530149457900505
1,valid,1.8090426105487012
2,valid,1.7649455865891954
3,valid,1.722357859564124
4,valid,1.681075551768227
5,valid,1.641417162842926
6,valid,1.6033994590549756
7,valid,1.5663544579249167
8,valid,1.5310083967107373
9,valid,1.496469020800903
10,valid,1.4631582730325314
11,valid,1.431346471363953
12,valid,1.4004133313810818
13,valid,1.370869400409654
14,valid,1.342361324394057
15,valid,1.315090875992414
16,valid,1.2889350649718343
17,valid,1.2635151950163985
18,valid,1.2393230642248287
19,valid,1.2158213547080758
20,valid,1.1932788236986138
21,valid,1.171623911140674
22,valid,1.1510860260475462
23,valid,1.131325616400161
24,valid,1.1124202432448718
25,valid,1.0940839320773255
26,valid,1.0766954505212267
27,valid,1.0601710891225495
28,valid,1.0442831388541591
29,valid,1.0291339587154031
30,valid,1.0146544780909397
31,valid,1.0008519026151212
32,valid,0.9875702255852795
33,valid,0.9748362076216156
34,valid,0.9627397770508489
35,valid,0.9511458145715298
36,valid,0.9399564295158133
37,valid,0.9293120443641893
38,valid,0.9189903586461114
39,valid,0.9091780496425148
40,valid,0.8999638616366799
41,valid,0.8912354935209855
42,valid,0.8832805518607201
43,valid,0.875277622461501
44,valid,0.8674455837971292
45,valid,0.8603407848123112
46,valid,0.8535641890244946
47,valid,0.846845827988438
48,valid,0.8409149375266703
49,valid,0.8353088088584167
50,valid,0.8295995000882017
51,valid,0.8244873025339085
52,valid,0.8192773724046505
53,valid,0.8151249529924924
54,valid,0.8111494293557033
55,valid,0.8068024027467354
56,valid,0.802683841779543
57,valid,0.7988084411302803
58,valid,0.795355357631042
59,valid,0.7921405337304069
60,valid,0.7888605324088794
61,valid,0.7863230280926609
62,valid,0.7831242209575282
63,valid,0.7803040762378066
64,valid,0.777436526930049
65,valid,0.7747990965721163
66,valid,0.7725247063897928
67,valid,0.7700933124371402
68,valid,0.7682002631979216
69,valid,0.7662278304048787
70,valid,0.7644325422447826
71,valid,0.7626964523964195
72,valid,0.7612516572294455
73,valid,0.7593454203435577
74,valid,0.7576738463275859
75,valid,0.7561706130742973
76,valid,0.7548645793018558
77,valid,0.7536269997452852
78,valid,0.7524677458234443
79,valid,0.7513888308418308
80,valid,0.7501316894092259
81,valid,0.7493520193443585
82,valid,0.7480999211648213
83,valid,0.7471952825598042
84,valid,0.7462287113723247
85,valid,0.745598476655288
86,valid,0.7448352829242513
87,valid,0.7442109088379744
88,valid,0.7437349408071072
89,valid,0.7431036393824919
90,valid,0.7426360540106539
91,valid,0.7419958123975667
92,valid,0.7413579332155164
93,valid,0.740437807190475
94,valid,0.7398532489664534
95,valid,0.7392151763561756
96,valid,0.7390283002033164
97,valid,0.7388408057596355
98,valid,0.7385702395330621
99,valid,0.738285443236641
100,valid,0.7381814219079389
101,valid,0.7380162701518248
102,valid,0.737760130257804
103,valid,0.7376130877282701
104,valid,0.7372404794824547
105,valid,0.7369459627553959
106,valid,0.736687731490249
107,valid,0.7363338513053712
108,valid,0.7361999454117469
109,valid,0.7360959516885234
110,valid,0.7360782646000117
111,valid,0.7361339541043193
112,valid,0.7357214208246979
113,valid,0.7357568011671063
114,valid,0.735647290068044
115,valid,0.735738663397007
116,valid,0.7356767931577164
117,valid,0.7355911307003806
118,valid,0.7353387073400893
119,valid,0.7353196508539769
120,valid,0.735228800902065
121,valid,0.7352021796865382
122,valid,0.7351727678575911
123,valid,0.7348511457620697
124,valid,0.7347157043311118
125,valid,0.7349202439940333
126,valid,0.7350334925609914
127,valid,0.7347971478411727
128,valid,0.7346540314238248
129,valid,0.7349365168036774
130,valid,0.7350319063638814
131,valid,0.7351875527364427
132,valid,0.735223318171337
133,valid,0.7353702172810254
134,valid,0.7353383550415497
135,valid,0.735487372884115
136,valid,0.7356430295471864
137,valid,0.7359694953691865
138,valid,0.735832457712706
139,valid,0.7358651293297446
140,valid,0.73598092057631
141,valid,0.7359807022017582
142,valid,0.7359410220563216
143,valid,0.7359981258876804
144,valid,0.7359673857625328
145,valid,0.7361612466914108
146,valid,0.7361680882323492
147,valid,0.7363386428124084
148,valid,0.7362042033240622
149,valid,0.7362086114348877
150,valid,0.7363633054301402
151,valid,0.7363960150169779
152,valid,0.7364633235453698
153,valid,0.736398402479826
154,valid,0.7365346025183857
155,valid,0.7363230371215718
156,valid,0.7364513882424979
157,valid,0.7366030925904117
158,valid,0.7367817681771726
159,valid,0.7365480677716995
160,valid,0.7366220260908399
161,valid,0.7367362352639548
162,valid,0.7369902261329445
163,valid,0.7368593992447231
164,valid,0.736963608933411
165,valid,0.7371155944087154
166,valid,0.7371571702322326
167,valid,0.7371117494693041
168,valid,0.7371376847724602
169,valid,0.7370586212973249
170,valid,0.737101997542691
171,valid,0.7370941099591534
172,valid,0.7372749451051739
173,valid,0.737283351148836
174,valid,0.7372865519199978
175,valid,0.7375171130895084
176,valid,0.7376264657191368
177,valid,0.7374661553279696
178,valid,0.7376535290046656
179,valid,0.7376693441443471
180,valid,0.7377558572266733
181,valid,0.7378857012427253
182,valid,0.7377942051692605
183,valid,0.7377624588625283
184,valid,0.7379959767818232
185,valid,0.7380560915252843
186,valid,0.7381058335937771
187,valid,0.7382757433356547
188,valid,0.738497231216899
189,valid,0.7384121585585192
190,valid,0.7385791855641364
191,valid,0.7387433762802909
192,valid,0.7391098604551068
193,valid,0.7390797684819881
194,valid,0.7390008932500071
195,valid,0.7392161730892056
196,valid,0.7394399926680385
197,valid,0.7393227713386584
198,valid,0.7393821455190565
199,valid,0.7391852558115177
200,valid,0.7392283392473803
201,valid,0.7391018104845359
202,valid,0.739117133503127
203,valid,0.7393398355883823
204,valid,0.7394180853382414
205,valid,0.7395306797239445
206,valid,0.7393218341825627
207,valid,0.7392831484139862
208,valid,0.739258318835223
