index,image_name,source_image_path,preprocessed_image_path,temperature_map_path,scale_top,scale_bottom,scale_source,scale_ocr_score,normalize_min,normalize_max,width,height
43,IR_57369.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/thermal_images/IR_57369.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/images/IR_57369.png,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/temperature_maps/IR_57369.npy,25.5,19.4,digit_classifier,0.0016305187018588185,18.0,50.0,640,640
44,IR_57370.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/thermal_images/IR_57370.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/images/IR_57370.png,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/temperature_maps/IR_57370.npy,25.5,19.4,digit_classifier,0.0015658358461223543,18.0,50.0,640,640
45,IR_57371.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/thermal_images/IR_57371.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/images/IR_57371.png,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/temperature_maps/IR_57371.npy,25.6,19.5,digit_classifier,0.0009723572729853913,18.0,50.0,640,640
46,IR_57372.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/thermal_images/IR_57372.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/images/IR_57372.png,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/temperature_maps/IR_57372.npy,25.5,19.4,digit_classifier,0.0014768206456210464,18.0,50.0,640,640
47,IR_57373.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/thermal_images/IR_57373.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/images/IR_57373.png,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/temperature_maps/IR_57373.npy,25.5,19.4,digit_classifier,0.001684950286289677,18.0,50.0,640,640
48,IR_57374.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/thermal_images/IR_57374.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/images/IR_57374.png,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/temperature_maps/IR_57374.npy,25.4,19.3,digit_classifier,0.0007726138865109533,18.0,50.0,640,640
49,IR_57375.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/thermal_images/IR_57375.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/images/IR_57375.png,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/temperature_maps/IR_57375.npy,25.4,19.4,digit_classifier,0.0007079046044964343,18.0,50.0,640,640
50,IR_57376.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/thermal_images/IR_57376.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/images/IR_57376.png,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/temperature_maps/IR_57376.npy,25.3,19.3,digit_classifier,0.0006813789659645408,18.0,50.0,640,640
51,IR_57377.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/thermal_images/IR_57377.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/images/IR_57377.png,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/temperature_maps/IR_57377.npy,25.3,19.3,digit_classifier,0.0007350360829150304,18.0,50.0,640,640
52,IR_57378.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/thermal_images/IR_57378.jpg,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/images/IR_57378.png,/Users/pck/TUe_AI_ES/2025_Q3/Team_Intership/2026_group_cleanroom/tmp/preprocessed/temperature_maps/IR_57378.npy,25.3,19.3,digit_classifier,0.0007076453475747257,18.0,50.0,640,640
