iteration,split,rmse
1,train,2.032799316198126
2,train,1.9429866785817391
3,train,1.8584113167049456
4,train,1.7787365176713248
5,train,1.704150172138895
6,train,1.6340235509363188
7,train,1.5680132813333694
8,train,1.506425051559147
9,train,1.4486642534468255
10,train,1.3945151105563374
11,train,1.343874906140894
12,train,1.2970331372263757
13,train,1.2529326237853877
14,train,1.2117056586564792
15,train,1.1734103495779098
16,train,1.1377826385978411
17,train,1.1046862158698567
18,train,1.0738425277805812
19,train,1.045593547598524
20,train,1.0192737276674497
21,train,0.9950904373877542
22,train,0.9725445805284965
23,train,0.9517004129971691
24,train,0.932626483125933
25,train,0.9148276303999372
26,train,0.8984325944431287
27,train,0.8835675721171636
28,train,0.8698503881612691
29,train,0.8570063963936643
30,train,0.8453917085217878
31,train,0.8348051101624329
32,train,0.8247786947922017
33,train,0.8156792440511453
34,train,0.8072732576624495
35,train,0.7994209302295661
36,train,0.7924505294452412
37,train,0.7858756825169844
38,train,0.7800012176035044
39,train,0.7743621201918337
40,train,0.7693082806591341
41,train,0.7647416979411997
42,train,0.7605184640114612
43,train,0.7566864644450697
44,train,0.75295190985497
45,train,0.749367941395822
46,train,0.7461545859593169
47,train,0.7433119939148578
48,train,0.7407608241155783
49,train,0.7383244055035015
50,train,0.735842770296172
51,train,0.7337524232676428
52,train,0.7317630868510497
53,train,0.7297703298317109
54,train,0.7278544624863313
55,train,0.7260118859256278
56,train,0.7243855340916731
57,train,0.7228148754211056
58,train,0.7215518207346764
59,train,0.7202833007223305
60,train,0.7186299921591225
61,train,0.7175704219257008
62,train,0.7163207925926243
63,train,0.7141514271610494
64,train,0.7131132355605031
65,train,0.7121053559510568
66,train,0.7112712564360308
67,train,0.7097351692826305
68,train,0.7082483292332972
69,train,0.7068476335667973
70,train,0.7061124979296318
71,train,0.7052516104694484
72,train,0.703456985437193
73,train,0.7026944113955287
74,train,0.7017080656667463
75,train,0.7008393965263097
76,train,0.6995001328986361
77,train,0.6983571419240804
78,train,0.6976869306397667
79,train,0.6966219810083459
80,train,0.6961642049055042
81,train,0.6952027526879286
82,train,0.6943961073245537
83,train,0.6935913265982596
84,train,0.6930470022997988
85,train,0.6924259892022846
86,train,0.6920010736169537
87,train,0.6910368019965056
88,train,0.6905409340686327
89,train,0.6899118062906875
90,train,0.6892633051017597
91,train,0.6883483488425238
92,train,0.6876633214383245
93,train,0.6873858190690025
94,train,0.6869668287354811
95,train,0.686358973362331
96,train,0.6861794569670685
97,train,0.6858987416803046
98,train,0.6851016502049626
99,train,0.6838250904426858
100,train,0.6831868481330069
101,train,0.6827439485980005
102,train,0.682586473357215
103,train,0.6818764063419237
104,train,0.6814682951209778
105,train,0.681029872316326
106,train,0.6803731949865202
107,train,0.679651407134122
108,train,0.6788449053523812
109,train,0.6782310873459488
110,train,0.6775916274256231
111,train,0.6771085149603394
112,train,0.6767971665489246
113,train,0.6766592668829463
114,train,0.6762314147961394
115,train,0.6758642830770335
116,train,0.6756147764052204
117,train,0.6750463600310449
118,train,0.6744460367050753
119,train,0.6741935006047252
120,train,0.6740434207408926
121,train,0.6735722532878027
122,train,0.6730094517757591
123,train,0.6727334559956343
124,train,0.6723714012874752
125,train,0.6719445670737824
126,train,0.6717464860664065
127,train,0.6715322850149551
128,train,0.6711693871107466
129,train,0.6710662210517037
130,train,0.6705220766579844
131,train,0.6703844482734387
132,train,0.6699834220282777
133,train,0.6697785144552307
134,train,0.6692973363427447
135,train,0.6690236171641609
136,train,0.6688632921826743
137,train,0.6682958341076958
138,train,0.6681258525880589
139,train,0.6675157706763244
140,train,0.6674500853930853
141,train,0.6673945177898739
142,train,0.6670747098240924
143,train,0.6669048000846207
144,train,0.66664611653054
145,train,0.6664189538745062
146,train,0.6660147413216492
147,train,0.6656598546802391
148,train,0.6655758851934831
149,train,0.6654169129473315
150,train,0.6653127804220093
151,train,0.6650913991002804
152,train,0.6645682007372472
153,train,0.6641665317742159
154,train,0.6638716823986324
155,train,0.6635177745532913
1,valid,1.7752185920507408
2,valid,1.700602717175035
3,valid,1.6305065750135084
4,valid,1.5647540134920068
5,valid,1.5032111129418173
6,valid,1.4456758635154157
7,valid,1.3914462084165322
8,valid,1.3411734412270848
9,valid,1.2942661274078981
10,valid,1.2500849516160588
11,valid,1.2091771803967628
12,valid,1.1707437317157798
13,valid,1.1350996587421038
14,valid,1.1020874207530453
15,valid,1.0714655915502835
16,valid,1.042725116342159
17,valid,1.0164705095423097
18,valid,0.991899916619788
19,valid,0.9696655048817189
20,valid,0.9492675314059703
21,valid,0.9301865662704243
22,valid,0.9122099383636364
23,valid,0.8955945563748765
24,valid,0.8808735275410434
25,valid,0.8673606720128813
26,valid,0.8544295038817407
27,valid,0.8437838039042683
28,valid,0.832913297060037
29,valid,0.8233235975624071
30,valid,0.8145432596112387
31,valid,0.8067289836225355
32,valid,0.8000258518618972
33,valid,0.7939565633824142
34,valid,0.7876761867135147
35,valid,0.7817911513940008
36,valid,0.7767170112726327
37,valid,0.7721748891131894
38,valid,0.7686220860557965
39,valid,0.7648990557945213
40,valid,0.7619638690872689
41,valid,0.7587100971538252
42,valid,0.755507369891048
43,valid,0.7522016755685518
44,valid,0.7499674736444318
45,valid,0.7479976440068355
46,valid,0.7459853317904177
47,valid,0.7441354159632937
48,valid,0.7425471220695479
49,valid,0.7408854419492175
50,valid,0.7397276423061716
51,valid,0.7383852676348227
52,valid,0.7372506196428582
53,valid,0.7365060049525874
54,valid,0.7355331010291508
55,valid,0.7345698356955551
56,valid,0.7339922533375931
57,valid,0.733386420343767
58,valid,0.7328720616886211
59,valid,0.7324242257245137
60,valid,0.7322389558649943
61,valid,0.7311276386977654
62,valid,0.7307074681555914
63,valid,0.7300578219790095
64,valid,0.7297433489370266
65,valid,0.7294566673527579
66,valid,0.7288702138516708
67,valid,0.7284200958283416
68,valid,0.7280896990664653
69,valid,0.7278173611056694
70,valid,0.7273774900687712
71,valid,0.727092933099041
72,valid,0.7270070395993539
73,valid,0.7267484655157901
74,valid,0.726855375305864
75,valid,0.7266142483528538
76,valid,0.72684532831295
77,valid,0.7269863613594703
78,valid,0.7270429790037278
79,valid,0.7267367260839735
80,valid,0.7266552363484823
81,valid,0.7268676772284968
82,valid,0.7271330109996508
83,valid,0.7271620859838057
84,valid,0.7271833926453571
85,valid,0.7274190905981177
86,valid,0.7275278458400092
87,valid,0.727481784705055
88,valid,0.727487001247359
89,valid,0.7278618597020335
90,valid,0.7280502521094895
91,valid,0.7284175454974305
92,valid,0.7287861139945377
93,valid,0.7285808195785239
94,valid,0.7285716104240351
95,valid,0.728810391496784
96,valid,0.7285988422953507
97,valid,0.7288806187178273
98,valid,0.7291564820027958
99,valid,0.7286537971269014
100,valid,0.728420766697623
101,valid,0.7286423152042761
102,valid,0.728429265317389
103,valid,0.7285001138685973
104,valid,0.7288375412116304
105,valid,0.728961307481307
106,valid,0.7291981496805231
107,valid,0.7293265128675753
108,valid,0.7294371060287022
109,valid,0.7295178825558364
110,valid,0.7295860765697322
111,valid,0.7296975084574107
112,valid,0.7295917628996744
113,valid,0.7296626099707053
114,valid,0.7300360977540803
115,valid,0.7299411399951201
116,valid,0.7297245146047577
117,valid,0.7297677907141782
118,valid,0.7297394017853112
119,valid,0.7297809346133974
120,valid,0.729844847135849
121,valid,0.7299694929167023
122,valid,0.7300659048911462
123,valid,0.7303624970790848
124,valid,0.7304811896269848
125,valid,0.7303329823742961
126,valid,0.7304528408595146
127,valid,0.7301703625761822
128,valid,0.7302038480873422
129,valid,0.7300854136517325
130,valid,0.7296908075173412
131,valid,0.7296051258520291
132,valid,0.7296964123534243
133,valid,0.7296500920655876
134,valid,0.7297836900945689
135,valid,0.729764693355665
136,valid,0.730082124764285
137,valid,0.7300476226396577
138,valid,0.7300846327464066
139,valid,0.7303038266056696
140,valid,0.730337037421209
141,valid,0.7303296693025102
142,valid,0.7302322406547482
143,valid,0.7299076598549346
144,valid,0.7298575513100772
145,valid,0.729880391751599
146,valid,0.7299965006909018
147,valid,0.7300345736678574
148,valid,0.7300507383788304
149,valid,0.7301490253513908
150,valid,0.7301191902717891
151,valid,0.7302414369319253
152,valid,0.7304430431334621
153,valid,0.7304881186787197
154,valid,0.730436391283056
155,valid,0.730499210568555
