split,mae,rmse,r2
train,0.28807487727926817,0.41874956591080137,0.8639065598757669
valid,0.4975040490009933,0.6351368014338147,0.36454639068175765
test,0.3689011773888923,0.4939310358287276,0.6583782726779488
