number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,user_attrs_best_iteration,user_attrs_valid_mae,user_attrs_valid_r2,state
10,0.7409268149691355,2026-06-01 00:43:56.204413,2026-06-01 00:43:57.895216,0 days 00:00:01.690803,0.8607466203112715,0.06638517663994345,5,11.664908218666524,0.6118421668094784,75,0.5168577346787059,0.8181615378483353,COMPLETE
11,0.7392113835004901,2026-06-01 00:43:57.895267,2026-06-01 00:44:00.004402,0 days 00:00:02.109135,0.7195978302306094,0.03005903707859257,3,4.1298922411083865,0.6777282877353366,220,0.5157014967967769,0.8190025664469527,COMPLETE
12,0.7410612640053585,2026-06-01 00:44:00.004489,2026-06-01 00:44:02.474972,0 days 00:00:02.470483,0.6172823166331074,0.027567112584559128,3,8.63735171233275,0.95621601194762,284,0.515858420799933,0.8180955388220733,COMPLETE
13,0.7447799913233829,2026-06-01 00:44:02.475025,2026-06-01 00:44:04.170981,0 days 00:00:01.695956,0.7226291768672877,0.037669150185132075,5,4.092388787978317,0.7003593358242017,97,0.5218469987434073,0.8162653248298707,COMPLETE
14,0.7403483690016314,2026-06-01 00:44:04.171032,2026-06-01 00:44:08.582709,0 days 00:00:04.411677,0.8385760825337204,0.017581081843979475,3,8.82863226516293,0.915790826527786,439,0.5161924796552699,0.8184453517534738,COMPLETE
15,0.7425833473524164,2026-06-01 00:44:08.582765,2026-06-01 00:44:10.234417,0 days 00:00:01.651652,0.6650468676818144,0.04749776061040584,6,11.956181849221789,0.6313849539867122,82,0.5205159023912057,0.8173475356450994,COMPLETE
16,0.7405675745946173,2026-06-01 00:44:10.234465,2026-06-01 00:44:12.829145,0 days 00:00:02.594680,0.7446814313199316,0.019312200207978893,4,2.8198304130798055,0.7274873668776182,219,0.5181603052406842,0.8183378248438524,COMPLETE
17,0.7599301584668695,2026-06-01 00:44:12.829200,2026-06-01 00:44:18.048720,0 days 00:00:05.219520,0.601881501439665,0.022723748307927127,10,5.242621601252702,0.9155064660927351,163,0.539092192668646,0.8087143086801656,COMPLETE
18,0.7459796965359334,2026-06-01 00:44:18.048779,2026-06-01 00:44:19.933885,0 days 00:00:01.885106,0.9281889012746768,0.046004529376019676,6,10.085693549072314,0.6662225125541512,81,0.5257091041990958,0.8156729217460685,COMPLETE
19,0.7387243719632409,2026-06-01 00:44:19.933938,2026-06-01 00:44:21.169586,0 days 00:00:01.235648,0.6807871525586087,0.07939796351211549,3,1.0503385745232738,0.7843230009251814,91,0.5148434435926748,0.8192409794456814,COMPLETE
20,0.7455226202050846,2026-06-01 00:44:21.169636,2026-06-01 00:44:22.484436,0 days 00:00:01.314800,0.8206740177009562,0.07617016526543777,4,7.88676812258533,0.7850856852040495,56,0.5213441576741453,0.8158987341474302,COMPLETE
21,0.7397186561984261,2026-06-01 00:44:22.484485,2026-06-01 00:44:24.168836,0 days 00:00:01.684351,0.685052145172123,0.05250247494788963,3,1.0220198446531574,0.7401402121024787,158,0.5153818714290201,0.8187540676769417,COMPLETE
22,0.7418788407462674,2026-06-01 00:44:24.168877,2026-06-01 00:44:26.374632,0 days 00:00:02.205755,0.6471727052152296,0.03552360297679924,3,3.1848472126189598,0.9066155037224939,212,0.5169438452372369,0.8176939447785382,COMPLETE
23,0.7413658235109744,2026-06-01 00:44:26.374685,2026-06-01 00:44:29.422085,0 days 00:00:03.047400,0.6977750779270655,0.015446477948421272,4,1.0508898757498364,0.9993194617636635,314,0.5172847918534669,0.8179459908165724,COMPLETE
24,0.7437907742971738,2026-06-01 00:44:29.422139,2026-06-01 00:44:31.003565,0 days 00:00:01.581426,0.7565974946013635,0.05621123073952199,5,5.132449403657411,0.6507386639941055,75,0.5211343693801241,0.8167530736109633,COMPLETE
25,0.7381290905000295,2026-06-01 00:44:31.003621,2026-06-01 00:44:33.649650,0 days 00:00:02.646029,0.6360696211789711,0.023914877090529998,3,2.4028624984575844,0.6972115592997254,334,0.5144903124028987,0.8195321818048207,COMPLETE
26,0.7398347968025141,2026-06-01 00:44:33.649704,2026-06-01 00:44:34.708262,0 days 00:00:01.058558,0.6384765925106866,0.07945846843744399,4,2.7721859811866434,0.7232686240299512,55,0.515662812820008,0.8186971496463203,COMPLETE
27,0.7434182218588578,2026-06-01 00:44:34.708314,2026-06-01 00:44:35.910074,0 days 00:00:01.201760,0.6367872432670847,0.06001411846716468,3,5.63448143998936,0.69548501071219,103,0.5177255290012174,0.8169365983175678,COMPLETE
28,0.7482948610642167,2026-06-01 00:44:35.910175,2026-06-01 00:44:37.951125,0 days 00:00:02.040950,0.6060084846502748,0.034164753256152765,6,2.186812479131572,0.7681355538229477,108,0.5243484600343903,0.8145270199866912,COMPLETE
29,0.7430065776308524,2026-06-01 00:44:37.951175,2026-06-01 00:44:39.561134,0 days 00:00:01.609959,0.6577149303290454,0.04524696534914053,5,7.800165786428261,0.704912970994028,92,0.5188500735012516,0.8171392732781104,COMPLETE
30,0.7439120340896259,2026-06-01 00:44:39.561182,2026-06-01 00:44:41.037657,0 days 00:00:01.476475,0.7425520106462636,0.0642982242913821,5,9.902672503633568,0.6018445135912434,74,0.5179016618931588,0.8166933194534074,COMPLETE
31,0.7387757713259695,2026-06-01 00:44:41.037708,2026-06-01 00:44:44.320188,0 days 00:00:03.282480,0.6941466092321489,0.02373370868185366,3,1.5773946872497997,0.8024813970250805,360,0.5148224923922805,0.8192158246733736,COMPLETE
32,0.7409305766926323,2026-06-01 00:44:44.320238,2026-06-01 00:44:46.839575,0 days 00:00:02.519337,0.6805101945536465,0.023912461291291376,4,3.5176240057232437,0.857095623642103,214,0.5168132775654186,0.8181596914372234,COMPLETE
33,0.7403974733733111,2026-06-01 00:44:46.839626,2026-06-01 00:44:50.672197,0 days 00:00:03.832571,0.633624523853251,0.013765793892574766,4,2.3471607655825784,0.8132655094707509,352,0.5163104978104337,0.8184212673549569,COMPLETE
34,0.7411104533775887,2026-06-01 00:44:50.672318,2026-06-01 00:45:01.198870,0 days 00:00:10.526552,0.6627364708298777,0.005476133112004027,3,1.8549658017116806,0.765836702637975,1196,0.5170587776817537,0.8180713895009619,COMPLETE
35,0.7426303217028227,2026-06-01 00:45:01.198925,2026-06-01 00:45:03.319783,0 days 00:00:02.120858,0.7022229975901566,0.03943925836715237,4,3.6166593032204424,0.7525205734894482,121,0.5173952518902268,0.8173244264486164,COMPLETE
36,0.7411985533983688,2026-06-01 00:45:03.319844,2026-06-01 00:45:06.286478,0 days 00:00:02.966634,0.7863510224557377,0.02496525083158391,3,10.860306192698333,0.7917535304063352,263,0.5166762838989843,0.8180281331497469,COMPLETE
37,0.7406265731811733,2026-06-01 00:45:06.286547,2026-06-01 00:45:11.576177,0 days 00:00:05.289630,0.7309515346678955,0.00973456081664333,4,2.5529280901968674,0.827774964031719,475,0.516733190896358,0.8183088788330924,COMPLETE
38,0.7382954880074037,2026-06-01 00:45:11.576234,2026-06-01 00:45:16.294101,0 days 00:00:04.717867,0.760424934974849,0.01525836371372623,3,5.95973743962481,0.6462131950940009,568,0.5148348583545854,0.8194508063915482,COMPLETE
39,0.7487901193943335,2026-06-01 00:45:16.294151,2026-06-01 00:45:24.754827,0 days 00:00:08.460676,0.7628656524729682,0.006312034706998529,7,7.358843456786688,0.6445959317897059,587,0.528462221315588,0.8142814284668334,COMPLETE
40,0.7503891200664145,2026-06-01 00:45:24.754891,2026-06-01 00:45:31.766764,0 days 00:00:07.011873,0.6264630005818854,0.00978073997321551,8,6.140382977458638,0.6784036900847793,358,0.5323683140709825,0.8134873977007131,COMPLETE
41,0.7398106618140863,2026-06-01 00:45:31.767024,2026-06-01 00:45:35.573277,0 days 00:00:03.806253,0.6902976079621538,0.017107181377816583,3,1.6505763212833529,0.624308747074063,422,0.515972931205761,0.8187089784244235,COMPLETE
42,0.7374256853347494,2026-06-01 00:45:35.573331,2026-06-01 00:45:38.402087,0 days 00:00:02.828756,0.7963350126558645,0.02983570373750535,3,4.947500926182822,0.6619976346834424,296,0.5143365220099049,0.8198759740005136,COMPLETE
43,0.7389251791775469,2026-06-01 00:45:38.402135,2026-06-01 00:45:40.416095,0 days 00:00:02.013960,0.8132173111169777,0.029194026075301013,4,4.99124838447095,0.6646446100435096,142,0.5176307242457873,0.8191426947534356,COMPLETE
44,0.7380778358087636,2026-06-01 00:45:40.416146,2026-06-01 00:45:45.595903,0 days 00:00:05.179757,0.8988145685204807,0.01279744337613777,3,4.484282697667812,0.685560029016828,667,0.5148876308020386,0.8195572438197891,COMPLETE
45,0.7388203217960003,2026-06-01 00:45:45.595956,2026-06-01 00:45:50.138832,0 days 00:00:04.542876,0.9019221929391744,0.013030437536018156,3,4.661704194366204,0.7114655492377491,543,0.5159840769074328,0.8191940203231534,COMPLETE
46,0.738591157170656,2026-06-01 00:45:50.138890,2026-06-01 00:45:54.074184,0 days 00:00:03.935294,0.9678381778758314,0.01625195113346737,3,4.558193792467495,0.6801147278755687,422,0.5153384262402734,0.8193061664225341,COMPLETE
47,0.7385815667547034,2026-06-01 00:45:54.074242,2026-06-01 00:45:56.687918,0 days 00:00:02.613676,0.852913446461615,0.021065465966494334,4,5.894189091034251,0.6402438856109094,208,0.5161765244519988,0.8193108589178515,COMPLETE
48,0.7417998766281062,2026-06-01 00:45:56.687965,2026-06-01 00:46:00.556735,0 days 00:00:03.868770,0.7915396830582673,0.013957430360978991,5,7.107803790065363,0.6584846570294197,327,0.5194004391255793,0.8177327513058951,COMPLETE
49,0.73782214996693,2026-06-01 00:46:00.556789,2026-06-01 00:46:06.379386,0 days 00:00:05.822597,0.8114378295446222,0.010427523835321102,3,6.450561888513032,0.6200429198452917,751,0.5148282678323974,0.8196822405733009,COMPLETE
