split,requested_horizon_min,rows,mae,rmse,r2,mean_error,ci_width_mean,ci_coverage
test,10.0,16432,0.483342399505844,0.7023346946185115,0.8789380383595342,-0.03788456073714721,2.1595160961151123,0.8920399221032133
train,10.0,23656,0.40512157542445976,0.6029201082935765,0.9198921463598956,-0.0012117333698632568,1.9555509090423584,0.9533733513696314
valid,10.0,14932,0.5254596741718822,0.7449613343454322,0.8161758405311965,0.09619354364944815,1.9736541509628296,0.8075944280739352
