iteration,split,rmse
1,train,2.072709784416051
2,train,2.0187663184078004
3,train,1.9665366651103504
4,train,1.9159125926269174
5,train,1.8670855028271525
6,train,1.8199906215475958
7,train,1.774456482971454
8,train,1.730384219866529
9,train,1.6877670319571751
10,train,1.6466741209513183
11,train,1.606930995394951
12,train,1.568567311158901
13,train,1.5315605041628158
14,train,1.495784072605968
15,train,1.461349647251979
16,train,1.4280806027669513
17,train,1.3960279716744133
18,train,1.365060814379701
19,train,1.3352740088342325
20,train,1.306406261971039
21,train,1.2787451487865502
22,train,1.251998854153265
23,train,1.226114034771656
24,train,1.2010773919992632
25,train,1.1772181966061233
26,train,1.1544293290991587
27,train,1.132008585936047
28,train,1.1106197165201914
29,train,1.0901966265247192
30,train,1.0703628684673434
31,train,1.0513299260395157
32,train,1.0329967008749084
33,train,1.0155151009117853
34,train,0.9985556883970181
35,train,0.9824237688903957
36,train,0.9669546180701293
37,train,0.952102946292184
38,train,0.9376987864792795
39,train,0.9239989424623372
40,train,0.9108997249294145
41,train,0.8982396375114139
42,train,0.8857454801491658
43,train,0.8739004706809381
44,train,0.8623344659251287
45,train,0.8515366430440873
46,train,0.8410728551711302
47,train,0.8310230714770104
48,train,0.8215243553775979
49,train,0.8122600671662361
50,train,0.8035883959022792
51,train,0.7955785994257668
52,train,0.787523369246668
53,train,0.7796683087887145
54,train,0.7722661869072873
55,train,0.7653549681952215
56,train,0.7584028973379378
57,train,0.7519817314465963
58,train,0.7459178831803552
59,train,0.7398138846507021
60,train,0.7339419326505581
61,train,0.7282935149454385
62,train,0.7232178488523173
63,train,0.7181550583639489
64,train,0.7131068195983804
65,train,0.7085413886598224
66,train,0.704140419761483
67,train,0.6998662812592729
68,train,0.6958307552133157
69,train,0.6915573749845165
70,train,0.6879970340108083
71,train,0.6842333987964546
72,train,0.6809406364555167
73,train,0.6773515019574217
74,train,0.674004950710496
75,train,0.6706496574909871
76,train,0.6675466295581728
77,train,0.6642521542112833
78,train,0.661497410403012
79,train,0.6586683327744429
80,train,0.6562851240298425
81,train,0.6537170005031245
82,train,0.6513395264866167
83,train,0.6488248442693247
84,train,0.6465854227037441
85,train,0.6443798639455777
86,train,0.6419608187639753
87,train,0.6393237545515664
88,train,0.6369235281951894
89,train,0.635110869225783
90,train,0.6334429981232548
91,train,0.631599635100958
92,train,0.6297500109494137
93,train,0.628180863607995
94,train,0.626556692248867
95,train,0.6245892115509214
96,train,0.6227439949671341
97,train,0.6210585532912531
98,train,0.6193725565058978
99,train,0.6178293471318096
100,train,0.616372833199284
101,train,0.6145711753520802
102,train,0.6129253793660754
103,train,0.6116965400520625
104,train,0.6107564409034705
105,train,0.6091504005560913
106,train,0.6078482711442666
107,train,0.6064908591439585
108,train,0.60521833591861
109,train,0.6039410034215198
110,train,0.6027524670832003
111,train,0.6017899251146168
112,train,0.6003901950753218
113,train,0.5991847141548672
114,train,0.5980987067590563
115,train,0.5968339694543132
116,train,0.5956222777592279
117,train,0.5943979228372508
118,train,0.5934261027216892
119,train,0.5923240839612993
120,train,0.5913652889927239
121,train,0.5897620570583965
122,train,0.5888904659137756
123,train,0.5876939509076025
124,train,0.5864559956723402
125,train,0.5854406406496607
126,train,0.5843344409006176
127,train,0.5833650642856477
128,train,0.582333826722828
129,train,0.5812377409026555
130,train,0.5802681159667697
131,train,0.5794236970453058
132,train,0.5786980306150654
133,train,0.5778680323998219
134,train,0.5767759252540793
135,train,0.5759144472807747
136,train,0.5745763024176983
137,train,0.5733499370694427
138,train,0.572566051516836
139,train,0.5713732557254516
140,train,0.5701614309550153
141,train,0.5692363862012264
142,train,0.5685762443172305
143,train,0.5677015426243389
144,train,0.5667924489414233
145,train,0.5659628266545405
146,train,0.5651771864327655
147,train,0.5635029849475723
148,train,0.5620324908796791
149,train,0.5608624031691004
150,train,0.5596120352513753
151,train,0.5584075838663919
152,train,0.5578858001235032
153,train,0.5570763272109346
154,train,0.556417652656558
155,train,0.5558379812122859
156,train,0.5549892559199612
157,train,0.5542500604070435
158,train,0.553229999263127
159,train,0.5525000557475676
160,train,0.551855935340546
161,train,0.5513873205289429
162,train,0.5504558706288236
163,train,0.5499022002156932
164,train,0.5490449746099395
165,train,0.548358311732424
166,train,0.5479118814138294
167,train,0.5472580050253704
168,train,0.5465932246444251
169,train,0.545746530019742
170,train,0.5442854982978604
171,train,0.5437866713872153
172,train,0.5432510155200452
173,train,0.542672876777286
174,train,0.5421239008156367
175,train,0.5413822641478807
176,train,0.5402063229598053
177,train,0.5395850796301014
178,train,0.5384390182074597
179,train,0.5378033386266197
180,train,0.5373395215363772
181,train,0.5365684807920786
182,train,0.5361316778078735
183,train,0.5351994802351195
184,train,0.5341213297541654
185,train,0.533096050241123
186,train,0.5327682667229479
187,train,0.5316866111059032
188,train,0.5311239799146897
189,train,0.5304868470799909
190,train,0.5298673406811454
191,train,0.5288053395650751
192,train,0.5285115685070425
193,train,0.5277974586870517
194,train,0.5271508539532247
195,train,0.5266168326177678
196,train,0.52568782621588
1,valid,1.808806772134247
2,valid,1.7648583124068642
3,valid,1.7223347708726406
4,valid,1.6813132223912002
5,valid,1.6419634806403889
6,valid,1.6037386481900209
7,valid,1.5672453819020136
8,valid,1.5312538694365
9,valid,1.4969747729671417
10,valid,1.4640517986482309
11,valid,1.431943153049021
12,valid,1.40128137107996
13,valid,1.3721007628811783
14,valid,1.3444083379319403
15,valid,1.3169852650548615
16,valid,1.290753849674916
17,valid,1.2656881587986368
18,valid,1.2406780910701787
19,valid,1.2174236735699717
20,valid,1.1950430306464745
21,valid,1.1731892966057302
22,valid,1.1529348610216854
23,valid,1.133308451956236
24,valid,1.1138214676365077
25,valid,1.096075789790967
26,valid,1.0785380414887697
27,valid,1.0623111600641757
28,valid,1.0472025388251074
29,valid,1.0320836947305152
30,valid,1.0174127991310364
31,valid,1.0036947339428126
32,valid,0.9905651551674001
33,valid,0.9774205685644168
34,valid,0.9650942704092637
35,valid,0.9533972323106843
36,valid,0.9423433341368491
37,valid,0.9317165720621201
38,valid,0.9220880184804923
39,valid,0.9123506243534684
40,valid,0.9033821189895365
41,valid,0.8946414780308783
42,valid,0.8862817562358173
43,valid,0.8785710824685216
