iteration,split,rmse
44,valid,0.8704048836949041
45,valid,0.8629063331732223
46,valid,0.8559904051997537
47,valid,0.8494798937146233
48,valid,0.8432778569123216
49,valid,0.8377138928761301
50,valid,0.8319943825346655
51,valid,0.8267244129588157
52,valid,0.8218957314743359
53,valid,0.8175976814018446
54,valid,0.8126440240092933
55,valid,0.8086022947459297
56,valid,0.804181497790441
57,valid,0.8001392138053113
58,valid,0.7965900517226829
59,valid,0.7933378141422563
60,valid,0.7902091428423516
61,valid,0.7870401416455955
62,valid,0.7844246497428394
63,valid,0.7816651728866382
64,valid,0.7789533306483062
65,valid,0.776289267584473
66,valid,0.7742493529818324
67,valid,0.7733435875553694
68,valid,0.7713136874198692
69,valid,0.7696016346296767
70,valid,0.7678036577907016
71,valid,0.7658084967311063
72,valid,0.764278190222194
73,valid,0.7626961493999881
74,valid,0.7618128807542075
75,valid,0.7604354581535381
76,valid,0.7590972410267883
77,valid,0.7576310709317332
78,valid,0.7565728083179503
79,valid,0.7553561419224449
80,valid,0.7539278633009191
81,valid,0.7528379879007634
82,valid,0.7518999069312271
83,valid,0.7510046751545113
84,valid,0.7504153175873062
85,valid,0.749695667050867
86,valid,0.7490309013578993
87,valid,0.7485316006113114
88,valid,0.7478583240417145
89,valid,0.746845443801751
90,valid,0.7462323991330667
91,valid,0.7456861919721179
92,valid,0.7452415525369976
93,valid,0.7446750983725013
94,valid,0.7442158556678502
95,valid,0.7435308395006971
96,valid,0.7431783119088133
97,valid,0.7426630475003163
98,valid,0.7422982172378939
99,valid,0.7420782551568048
100,valid,0.7419554067381304
101,valid,0.7418304252585411
102,valid,0.7414265739620073
103,valid,0.7410086591124492
104,valid,0.7405488500065963
105,valid,0.7400341760346906
106,valid,0.7399815576962028
107,valid,0.739967377305077
108,valid,0.7400535583604053
109,valid,0.7399953563351653
110,valid,0.7399897277947343
111,valid,0.7398205449456902
112,valid,0.7396468599186499
113,valid,0.739607432616914
114,valid,0.7393929494915447
115,valid,0.7391745126938056
116,valid,0.7391251700240357
117,valid,0.7391650486231117
118,valid,0.7392588080792738
119,valid,0.7394064251088835
120,valid,0.739371420792713
121,valid,0.7393874348331592
122,valid,0.7398250771878344
123,valid,0.73990216407263
124,valid,0.7400823907320784
125,valid,0.7399358099045008
126,valid,0.7397808532244922
127,valid,0.7396944179817438
128,valid,0.7400886446734711
129,valid,0.7402118040958363
130,valid,0.7401121023841785
131,valid,0.7402110543576044
132,valid,0.740299169294588
133,valid,0.7403174609181328
134,valid,0.7402499272890801
135,valid,0.7402677335145066
136,valid,0.7402423116236067
137,valid,0.740321834124218
138,valid,0.7403446634184486
139,valid,0.7401954585813783
140,valid,0.7403495804710961
141,valid,0.7402572003997152
142,valid,0.7401276702901046
143,valid,0.7405274255656291
144,valid,0.7404521691074832
145,valid,0.7403435424243517
146,valid,0.740402685648889
147,valid,0.7403914126110079
148,valid,0.7407477637524305
149,valid,0.740713749169843
150,valid,0.7409081609767874
151,valid,0.741041349710324
152,valid,0.7411436517129865
153,valid,0.7411772157661047
154,valid,0.7412908189930542
155,valid,0.7414498050097121
156,valid,0.7417871153653515
157,valid,0.7420290231590065
158,valid,0.7422762315066267
159,valid,0.7422687267677615
160,valid,0.7425097198375815
161,valid,0.7425867542945043
162,valid,0.7428474155801003
163,valid,0.7428389219290039
164,valid,0.7430638252849351
165,valid,0.7430957014467481
166,valid,0.7431348821140662
167,valid,0.7428706617100039
168,valid,0.7430158574807136
169,valid,0.7430312180777187
170,valid,0.7433813616521213
171,valid,0.7432411740686549
172,valid,0.7432590718753098
173,valid,0.7432751313872322
174,valid,0.7433722266880474
175,valid,0.7434876184302883
176,valid,0.7436871480862685
177,valid,0.7436203051290003
178,valid,0.7438602547863664
179,valid,0.7440112546119968
180,valid,0.744283957560633
181,valid,0.7443626795370718
182,valid,0.7443716438448785
183,valid,0.7445316295099235
184,valid,0.7449100156170289
185,valid,0.7450698408136468
186,valid,0.7450747076025055
187,valid,0.7453667601761466
188,valid,0.7454216727246561
189,valid,0.7453668346637926
190,valid,0.7454742680557558
191,valid,0.7458840465780506
192,valid,0.7458673446385055
193,valid,0.7457971433581475
194,valid,0.7458878904102835
195,valid,0.7462308335645085
196,valid,0.7464383748328977
