iteration,split,rmse
1,train,2.049299798486188
2,train,1.9989903878363522
3,train,1.9500425494679265
4,train,1.9028297569589334
5,train,1.8572589200442642
6,train,1.813198893920516
7,train,1.7708641698063605
8,train,1.7299236930200677
9,train,1.6901748836083499
10,train,1.6522720242014648
11,train,1.615597225551824
12,train,1.5806080561015177
13,train,1.5464209289343693
14,train,1.5136036021283514
15,train,1.482212113068867
16,train,1.4519784224412764
17,train,1.4223500557479445
18,train,1.394173256480558
19,train,1.3668591196360793
20,train,1.3409111549891901
21,train,1.315274917203709
22,train,1.290872200443914
23,train,1.2674662496992788
24,train,1.2447610742049104
25,train,1.2229691451114149
26,train,1.2022100389870691
27,train,1.181953611176668
28,train,1.162662438115037
29,train,1.144309447441214
30,train,1.1266800039578528
31,train,1.1093884973732533
32,train,1.093022131373734
33,train,1.077090467247008
34,train,1.0617699346698686
35,train,1.0472475448137915
36,train,1.0333136939591359
37,train,1.0199960310868588
38,train,1.0068666894698375
39,train,0.9949042348679339
40,train,0.9832350934969977
41,train,0.9718874386954576
42,train,0.9609247565487571
43,train,0.9507452595749863
44,train,0.9408561645079457
45,train,0.9310173222123166
46,train,0.9219954789224396
47,train,0.9135192943418999
48,train,0.9051739947790642
49,train,0.8972439226602457
50,train,0.8894646879163054
51,train,0.8815182767150176
52,train,0.8744291286283021
53,train,0.8671893126668156
54,train,0.8605432877101875
55,train,0.8539168686787096
56,train,0.8479009206186287
57,train,0.841879857838489
58,train,0.836468654783235
59,train,0.8312632156690813
60,train,0.8257956498332116
61,train,0.8205286930990553
62,train,0.8155587435623952
63,train,0.8106023183879261
64,train,0.8062094343151799
65,train,0.8016612865808471
66,train,0.7977562381251647
67,train,0.7937661525843863
68,train,0.789788391856474
69,train,0.7859489550557195
70,train,0.7822480864516869
71,train,0.7785467956991193
72,train,0.7744418861508154
73,train,0.7711216559872267
74,train,0.7677203007969458
75,train,0.7643967743687782
76,train,0.7610210460229575
77,train,0.7579761785290079
78,train,0.755159924294668
79,train,0.7523627317848307
80,train,0.7495132656013971
81,train,0.7466592877934918
82,train,0.7439414804870552
83,train,0.7413209528445762
84,train,0.7387341381073317
85,train,0.7364978375643804
86,train,0.7343547366551438
87,train,0.7322722205611183
88,train,0.7298582792970453
89,train,0.7276607498999806
90,train,0.7253920435154471
91,train,0.7236000674188936
92,train,0.7214122858432183
93,train,0.7194523629869319
94,train,0.7174865474505399
95,train,0.7158822131264652
96,train,0.7138581402364516
97,train,0.712282517282595
98,train,0.710588084036687
99,train,0.7088436825602517
100,train,0.7071393284702389
101,train,0.7054759010537893
102,train,0.7035994184433657
103,train,0.7016229096171818
104,train,0.7002017899051298
105,train,0.6984924750501983
106,train,0.6970020258131746
107,train,0.6951374164368874
108,train,0.6934860422795663
109,train,0.6920317675801109
110,train,0.6905208450967525
111,train,0.6891448549275708
112,train,0.687896903823339
