split,requested_horizon_min,rows,mae,rmse,r2,mean_error,ci_width_mean,ci_coverage
test,10.0,15275,0.3596797944092677,0.4720510968529317,0.6879739342806883,0.0874386361094773,1.5211085081100464,0.8704418985270049
train,10.0,32375,0.3310007288659784,0.48046930783844255,0.820832285740249,-0.00039156071930300014,1.4883337020874023,0.9514440154440155
valid,10.0,7377,0.565750599714032,0.6965384890549404,0.2357428074829956,0.3414766741570987,1.4737873077392578,0.5605259590619494
