horizon,split,mae,rmse,r2
05min,train,0.3469296001608017,0.5328013527595538,0.9285925385976416
05min,valid,0.438001859826623,0.6483021378134154,0.8944607610816215
05min,test,0.38817607898528317,0.5913909359550132,0.9189052967321504
