split,requested_horizon_min,rows,mae,rmse,r2,mean_error,ci_width_mean,ci_coverage
test,20.0,16149,0.5854717520205361,0.8191408832215895,0.8293623299379586,-0.054541200612830625,2.5085432529449463,0.883522199516998
train,20.0,23109,0.5061090350373864,0.72367731996819,0.8817676254263018,-0.0009840469672008285,2.26895809173584,0.9555584404344628
valid,20.0,14662,0.6602751694567849,0.9043043940217713,0.7206794158753052,0.1728198602085589,2.2433431148529053,0.7934797435547675
