iteration,split,rmse
124,valid,0.8649308107936237
125,valid,0.8645707999734182
126,valid,0.8644940390352096
127,valid,0.8640761925933751
128,valid,0.863617448648987
129,valid,0.8634980762253637
130,valid,0.8631158732033944
131,valid,0.8627528748742314
132,valid,0.8625126890811811
133,valid,0.8622790221305908
134,valid,0.8620114121673416
135,valid,0.8620326154598698
136,valid,0.8617242745204428
137,valid,0.861543915341109
138,valid,0.8612787031918618
139,valid,0.8612255134117763
140,valid,0.8609292153370941
141,valid,0.861102793674002
142,valid,0.8610885509403505
143,valid,0.8610212414538719
144,valid,0.8609161700317527
145,valid,0.8608228078375908
146,valid,0.8606416210119451
147,valid,0.860578286776226
148,valid,0.8605054905985215
149,valid,0.8606330842535567
150,valid,0.8609476471238213
151,valid,0.8609192606941343
152,valid,0.8610584065036986
153,valid,0.8610722703822872
154,valid,0.8613679425743983
155,valid,0.8614308580619985
156,valid,0.8614432273599948
157,valid,0.8613879840661433
158,valid,0.86136231463245
159,valid,0.8612887847470434
160,valid,0.8613920611213043
161,valid,0.8614524744929722
162,valid,0.8616105942489811
163,valid,0.86172728581303
164,valid,0.8618716354739844
165,valid,0.861939688987103
166,valid,0.8619749059908832
167,valid,0.8620689410766739
168,valid,0.8624061580757854
169,valid,0.8623350866160934
170,valid,0.8624363077118812
171,valid,0.8627213311832707
172,valid,0.8629173284470129
173,valid,0.8629566015894082
174,valid,0.863109665733788
175,valid,0.8630334479297953
176,valid,0.8630672575026171
177,valid,0.8629244659327864
178,valid,0.8630448297745972
179,valid,0.8633617101528911
180,valid,0.8635917492303822
181,valid,0.8635408609811634
182,valid,0.8635492962807331
183,valid,0.8634822638720511
184,valid,0.8637734967857879
185,valid,0.8635580408206605
186,valid,0.8637010471929825
187,valid,0.8638335491913134
188,valid,0.8637523428836045
189,valid,0.8637924985848262
190,valid,0.8640469226947538
191,valid,0.8641493050364957
192,valid,0.8642052321802363
193,valid,0.8643842592145715
194,valid,0.8644494244058798
195,valid,0.8646587073350712
196,valid,0.8649130717941945
197,valid,0.8649828971359456
198,valid,0.8650003282552807
199,valid,0.865263734608822
200,valid,0.8653383018922698
201,valid,0.865472433834783
202,valid,0.8655182546671502
203,valid,0.8654841564787948
204,valid,0.8658363704891472
205,valid,0.8659231588775471
206,valid,0.8658685581864791
207,valid,0.8660664116175273
208,valid,0.8662427335734458
209,valid,0.8662969033582666
210,valid,0.8663014834759216
211,valid,0.8660991633376455
212,valid,0.8659879230041688
213,valid,0.8660306115091795
214,valid,0.8662406681598663
215,valid,0.8664417126419808
216,valid,0.8664644148597981
217,valid,0.8665486030836985
218,valid,0.866728386008502
219,valid,0.8666649394116043
220,valid,0.8668251825236966
221,valid,0.8674127717652095
222,valid,0.8674878193939981
223,valid,0.8677016031198811
224,valid,0.8678255249701439
225,valid,0.8679540564339338
226,valid,0.8682550327740145
227,valid,0.8685115664725148
228,valid,0.8685904609163456
