split,requested_horizon_min,rows,mae,rmse,r2,mean_error,ci_width_mean,ci_coverage
test,5.0,15350,0.29709371123487177,0.420094346055256,0.7532009247136574,0.02469858780550449,1.5523152351379395,0.9310097719869707
train,5.0,32475,0.30815178551950395,0.47094547243293555,0.827103318629002,-4.6877234612810365e-05,1.6689242124557495,0.9521785989222479
valid,5.0,7424,0.4164351378758749,0.5576374959507652,0.4864967280219401,0.17783426016907306,1.5256035327911377,0.7067618534482759
